Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm cautious about the construction process of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",20/05/2023 17:12,raymondmckee,Negative
I have concerns regarding the cultural significance of the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",13/06/2023 15:24,hartmanstephanie,Positive
I'm critical of the local community involvement in the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",12/11/2023 04:38,colemanfrederick,Negative
I'm uncertain about the local community involvement in the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",06/06/2023 09:23,stephaniemoore,Negative
I'm critical of the economic impact of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",15/04/2023 23:17,davidsonjohn,Negative
I'm impressed by the design and route of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",15/03/2023 11:47,joseph27,Positive
I'm supportive of the design and route of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",28/10/2023 10:46,kayla94,Positive
I'm critical of the tourism potential of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",19/02/2023 14:54,margaret20,Negative
I'm uncertain about the local community involvement in the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",21/04/2023 07:06,dana08,Negative
I'm impressed by the cultural significance of the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",08/11/2023 12:17,qhill,Positive
I'm uncertain about the environmental sustainability of the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",24/02/2023 07:33,andrewsjeremiah,Neutral
I'm impressed by the tourism potential of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",07/08/2023 17:32,crystal82,Positive
I'm cautious about the construction process of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",06/11/2023 04:49,amber78,Neutral
I'm uncertain about the design and route of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",26/07/2023 21:05,erinford,Negative
I'm critical of the construction process of the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",08/09/2023 04:28,angelafields,Negative
I wonder about the tourism potential of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",11/05/2023 17:51,cclark,Neutral
I'm impressed by the economic impact of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",17/03/2023 19:55,bradleyjones,Positive
I have concerns regarding the tourism potential of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",07/05/2023 07:22,dustin38,Neutral
I'm critical of the cultural significance of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",15/05/2023 03:50,stephanie00,Neutral
I have concerns regarding the construction process of the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",02/07/2023 23:58,jacksonfrazier,Neutral
I'm doubtful about the funding and investments for the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",09/10/2023 12:48,littlekyle,Neutral
I'm doubtful about the funding and investments for the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",24/06/2023 14:42,corey34,Negative
I'm optimistic about the long-term benefits of the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",28/04/2023 12:06,bakerdanielle,Positive
I'm critical of the design and route of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",07/07/2023 00:26,emily90,Negative
I'm doubtful about the cultural significance of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",12/04/2023 12:10,sullivanlaura,Neutral
I'm supportive of the design and route of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",25/08/2023 11:45,hholt,Positive
I'm critical of the environmental sustainability of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",02/08/2023 03:15,waltercrystal,Negative
I have concerns regarding the funding and investments for the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",23/02/2023 06:59,lopezdavid,Neutral
I'm impressed by the economic impact of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",10/09/2023 00:19,johnsonrenee,Positive
I'm uncertain about the design and route of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",24/04/2023 00:05,wilsonkim,Negative
I'm impressed by the economic impact of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",29/05/2023 23:53,abbotttravis,Positive
I have concerns regarding the economic impact of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",10/09/2023 10:07,rsolis,Neutral
I'm excited for the cultural significance of the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",22/08/2023 05:34,zeverett,Positive
I'm curious about how the economic impact of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",19/08/2023 12:44,erikaalvarado,Positive
I wonder about the tourism potential of the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",27/06/2023 00:37,kkelley,Neutral
I wonder about the long-term benefits of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",29/09/2023 11:29,mbishop,Positive
I'm excited for the design and route of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",13/07/2023 08:00,edward79,Positive
I'm critical of the design and route of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",16/10/2023 19:15,anthony17,Negative
I'm optimistic about the local community involvement in the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",22/05/2023 04:11,melissawilson,Positive
I'm excited for the local community involvement in the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",23/05/2023 16:25,aaron44,Positive
I'm doubtful about the design and route of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",06/03/2023 01:50,dawn27,Negative
I'm supportive of the economic impact of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",19/03/2023 17:57,dbowers,Positive
I'm doubtful about the funding and investments for the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",16/04/2023 23:16,johnsonmelissa,Negative
I'm curious about how the local community involvement in the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",28/04/2023 04:48,dawn55,Positive
I have concerns regarding the funding and investments for the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",18/09/2023 11:10,philip06,Neutral
I'm supportive of the tourism potential of the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",22/09/2023 01:15,amber53,Positive
I'm critical of the local community involvement in the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",28/08/2023 09:46,jeffersonmatthew,Neutral
I have concerns regarding the funding and investments for the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",12/11/2023 21:04,fgreen,Neutral
I'm optimistic about the tourism potential of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",16/08/2023 18:47,kelseywhite,Positive
I'm doubtful about the construction process of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",09/02/2023 10:21,andersonjoseph,Neutral
I'm curious about how the funding and investments for the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",13/11/2023 02:34,beth14,Positive
I'm supportive of the construction process of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",13/10/2023 01:51,grimeslauren,Positive
I'm impressed by the tourism potential of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",19/11/2023 14:22,cramos,Positive
I'm curious about how the long-term benefits of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",03/08/2023 20:33,griffinstephanie,Positive
I'm fascinated by the long-term benefits of the Tren Maya and the opportunities it presents.,Cancun,"(21.1619, -86.8515)",22/08/2023 15:03,chamberstimothy,Positive
I'm curious about how the long-term benefits of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",10/02/2023 19:35,williambowman,Positive
I'm critical of the long-term benefits of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",29/06/2023 05:17,mario27,Neutral
I'm fascinated by the long-term benefits of the Tren Maya and the challenges it faces.,Merida,"(20.9674, -89.5926)",06/03/2023 05:28,danielking,Positive
I'm uncertain about the design and route of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",02/09/2023 13:55,karen76,Positive
I'm curious about how the tourism potential of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",19/07/2023 16:21,vbrown,Positive
I'm supportive of the local community involvement in the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",12/03/2023 11:29,kellymary,Positive
I'm impressed by the tourism potential of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",06/02/2023 07:59,qrandall,Positive
I'm impressed by the environmental sustainability of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",10/07/2023 05:47,burnettmariah,Positive
I'm impressed by the long-term benefits of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",02/08/2023 04:37,podom,Positive
I have concerns regarding the tourism potential of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",05/01/2023 07:59,montgomerytamara,Neutral
I'm optimistic about the local community involvement in the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",06/03/2023 03:31,thompsonapril,Positive
I have concerns regarding the long-term benefits of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",17/05/2023 21:49,vyoung,Positive
I'm doubtful about the tourism potential of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",27/06/2023 00:55,aguirremartin,Negative
I'm fascinated by the environmental sustainability of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",05/04/2023 03:42,brandon23,Positive
I'm cautious about the tourism potential of the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",28/04/2023 13:19,raymartha,Negative
I'm supportive of the construction process of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",21/04/2023 08:45,william93,Positive
I'm uncertain about the long-term benefits of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",12/01/2023 19:37,samanthasmith,Positive
I'm cautious about the design and route of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",27/11/2023 11:58,fostererika,Negative
I'm cautious about the local community involvement in the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",05/01/2023 18:35,eperry,Negative
I'm doubtful about the economic impact of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",29/04/2023 19:02,deanthomas,Negative
I'm impressed by the economic impact of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",27/03/2023 09:23,colleenjones,Positive
I'm critical of the funding and investments for the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",13/08/2023 09:35,gkim,Negative
I'm uncertain about the design and route of the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",03/10/2023 01:02,woodardbrenda,Neutral
I'm cautious about the environmental sustainability of the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",25/07/2023 11:27,harrisjohn,Negative
I'm cautious about the economic impact of the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",10/11/2023 03:51,michealprice,Negative
I wonder about the long-term benefits of the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",10/11/2023 02:19,karadominguez,Positive
I'm doubtful about the design and route of the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",10/01/2023 15:42,richard89,Neutral
